"","asv_code","kingdom","supergroup","division","class","order","family","genus","species","casv_code","PR2_matches","biogeo","taxon_level","trophic_mode"
"1241","05c8149b37","Eukaryota","Stramenopiles","Opalozoa","MAST-12","MAST-12A","MAST-12A_X","MAST-12A_XX","MAST-12A_XX_sp.","05c8149b37","  0","Unallocated","class","heterotrophic"
"1242","03aa492bd6","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Ceratoperidiniaceae","Ceratoperidinium","Ceratoperidinium_falcatum","9952066a89","  0","Polar","class","dinoflagellata"
"1243","0643ce8c11","Eukaryota","Hacrobia","Telonemia","Telonemia_X","Telonemia_XX","Telonemia-Group-1","Telonemia-Group-1_X","Telonemia-Group-1_X_sp.","0643ce8c11","  0","Unallocated","class","heterotrophic"
"1244","e86222a655","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Ebriida","TAGIRI1-lineage","TAGIRI1-lineage_X","TAGIRI1-lineage_X_sp.","6a46828ea3","  0","Polar","class","heterotrophic"
"1245","dd65f76384","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gonyaulacales","Pyrophacaceae","Fragilidium","Fragilidium_sp.","dd65f76384","  0","Polar-Temperate","family","dinoflagellata"
"1246","b86cffbce7","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-22","Dino-Group-II-Clade-22_X","Dino-Group-II-Clade-22_X_sp.","b86cffbce7","  0","Unallocated","class","heterotrophic"
"1247","f6496b13ef","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Cryothecomonas-lineage","Cryothecomonas","Cryothecomonas_aestivalis","f6496b13ef","  0","Unallocated","species","mixotrophic"
"1248","e17bfbcc67","Eukaryota","Stramenopiles","Opalozoa","MAST-3","MAST-3F","MAST-3F_X","MAST-3F_XX","MAST-3F_XX_sp.","e17bfbcc67","  0","Unallocated","class","heterotrophic"
"1249","5704f15b9b","Eukaryota","Hacrobia","Telonemia","Telonemia_X","Telonemia_XX","Telonemia-Group-1","Telonemia-Group-1_X","Telonemia-Group-1_X_sp.","5704f15b9b","  0","Unallocated","class","heterotrophic"
"1250","c97ac069be","Eukaryota","Opisthokonta","Mesomycetozoa","Ichthyosporea","Ichthyosphonida","Ichthyophonidae_Amoebidianae","Amoebidium","Amoebidium_parasiticum","0ce0a403a4","  0","Unallocated","class","heterotrophic"
"1251","db6d9444fe","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Filosa-Thecofilosea_X","Mataza-lineage","Mataza-lineage_X","Mataza-lineage_X_sp.","f742d13f97","  0","Unallocated","class","heterotrophic"
"1252","d5ea8656ec","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-5","Dino-Group-II-Clade-5_X","Dino-Group-II-Clade-5_X_sp.","2238fc9c41","  0","Polar","class","heterotrophic"
"1253","efaa3ab188","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Pinnularia","Pinnularia_sp.","efaa3ab188","  0","Unallocated","class","photosynthetic"
"1254","d1f1c3d91a","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Thoracosphaeraceae","Thoracosphaeraceae_X","Thoracosphaeraceae_X_sp.","793becf817","  0","Polar","order","dinoflagellata"
"1255","b040744df9","Eukaryota","Rhizaria","Cercozoa","Filosa-Imbricatea","Thaumatomonadida","Thaumatomonadidae","Thaumatomonas","Thaumatomonas_lauterbornii","b040744df9","  0","Unallocated","class","heterotrophic"
"1256","6eb3bb4103","Eukaryota","Rhizaria","Cercozoa","Filosa-Imbricatea","Thaumatomonadida","Thaumatomonadidae","Reckertia","Reckertia_filosa","6eb3bb4103","  0","Unallocated","class","heterotrophic"
"1257","dffbe6a3dc","Eukaryota","Alveolata","Ciliophora","Phyllopharyngea","Cyrtophoria_1","Pithitidae","Pithites","Pithites_vorax","b611d1f83b","  0","Polar","division","heterotrophic"
"1258","7848dc9709","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Protaspa-lineage","Protaspa-lineage_X","Protaspa-lineage_X_sp.","7848dc9709","  0","Unallocated","class","heterotrophic"
"1259","bbc29517bb","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-IV","Dino-Group-IV-Hematodinium-Group","Hematodinium","Hematodinium_sp.","bbc29517bb","  0","Unallocated","class","heterotrophic"
"1260","d5d3a4afca","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Bacillaria","Bacillaria_paxillifer","d5d3a4afca","  0","Unallocated","class","photosynthetic"
"1261","be1b8e9a0a","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Filosa-Thecofilosea_X","Filosa-Thecofilosea_XX","Filosa-Thecofilosea_XXX","Filosa-Thecofilosea_XXX_sp.","be1b8e9a0a","  0","Unallocated","class","heterotrophic"
"1262","1c21fdc064","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-7","Dino-Group-II-Clade-7_X","Dino-Group-II-Clade-7_X_sp.","22a7adca25","  0","Polar","class","heterotrophic"
"1263","deae3f71d4","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-10-and-11","Dino-Group-II-Clade-10-and-11_X","Dino-Group-II-Clade-10-and-11_X_sp.","03a8a480c9","  0","Polar","class","heterotrophic"
"1264","f0027dafa0","Eukaryota","Rhizaria","Cercozoa","Filosa-Imbricatea","Thaumatomonadida","Thaumatomonadidae","Reckertia","Reckertia_filosa","f0027dafa0","  0","Unallocated","class","heterotrophic"
"1265","9b0db1d3f0","Eukaryota","Alveolata","Ciliophora","Nassophorea","Nassophorea_X","Discotrichidae","NASSO_1","NASSO_1_sp.","9b0db1d3f0","  0","Unallocated","class","heterotrophic"
"1266","6bd6aaa774","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-1","Dino-Group-I-Clade-1_X","Dino-Group-I-Clade-1_X_sp.","5b23c637cf","  0","Cosmopolitan","class","heterotrophic"
"1267","722dcbab35","Eukaryota","Alveolata","Ciliophora","Phyllopharyngea","Cyrtophoria_1","PHYLL_4","PHYLL_4_X","PHYLL_4_X_sp.","722dcbab35","  0","Temperate","division","heterotrophic"
"1268","fda33ea87d","Eukaryota","Hacrobia","Katablepharidophyta","Katablepharidaceae","Katablepharidales","Katablepharidales_X","Katablepharis","Katablepharis_japonica","fda33ea87d","  0","Unallocated","class","heterotrophic"
"1269","fd5ca1dd4b","Eukaryota","Hacrobia","Haptophyta","Prymnesiophyceae","Prymnesiales","Prymnesiaceae","Haptolina","Haptolina_sp.","59e91c125f","  0","Unallocated","family","mixotrophic"
"1270","72828de1db","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","72828de1db","  0","Unallocated","class","photosynthetic"
"1271","49f8245be5","Eukaryota","Archaeplastida","Prasinodermophyta","Prasinodermophyceae","Prasinodermales","Prasinodermaceae","Prasinoderma","Prasinoderma_sp.","49f8245be5","  0","Unallocated","genus","photosynthetic"
"1272","afa884349e","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Hypotrichia","Hypotrichia_X","Hypotrichia_XX","Hypotrichia_XX_sp.","bd1b154b87","  0","Polar","class","heterotrophic"
"1273","04430f6366","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Cryothecomonas-lineage","Cryothecomonas","Cryothecomonas_aestivalis","04430f6366","  0","Unallocated","species","mixotrophic"
"1274","6fe639bc5b","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Ebriida","Botuliformidae","Botuliformidae_X","Botuliformidae_X_sp.","6fe639bc5b","  0","Unallocated","class","heterotrophic"
"1275","50fb8b32fe","Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellatea","Acanthoecida","Stephanoecidae_Group_H","Diaphanoeca","Diaphanoeca_grandis","068e85147c","  0","Polar-Temperate","species","heterotrophic"
"1276","1dada52351","Eukaryota","Hacrobia","Telonemia","Telonemia_X","Telonemia_XX","Telonemia-Group-1","Telonemia-Group-1_X","Telonemia-Group-1_X_sp.","1dada52351","  0","Unallocated","class","heterotrophic"
"1277","d7efae1700","Eukaryota","Alveolata","Ciliophora","Phyllopharyngea","Cyrtophoria_1","Pithitidae","Pithites","Pithites_vorax","0b32f5185e","  0","Polar","division","heterotrophic"
"1278","5bfcc19a7a","Eukaryota","Hacrobia","Telonemia","Telonemia_X","Telonemia_XX","Telonemia-Group-1","Telonema-Group-1","Telonema_subtile","5bfcc19a7a","  0","Unallocated","species","heterotrophic"
"1279","3896bf770b","Eukaryota","Stramenopiles","Stramenopiles_X","Stramenopiles_XX","Stramenopiles_XXX","Stramenopiles_XXXX","Stramenopiles_XXXXX","Stramenopiles_XXXXX_sp.","3896bf770b","  0","Unallocated","class","heterotrophic"
"1280","eecfa7595d","Eukaryota","Stramenopiles","Sagenista","MAST-8","MAST-8E","MAST-8E_X","MAST-8E_XX","MAST-8E_XX_sp.","eecfa7595d","  0","Unallocated","class","heterotrophic"
"1281","7fe32cec9c","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-4","Dino-Group-II-Clade-4_X","Dino-Group-II-Clade-4_X_sp.","7fe32cec9c","  0","Unallocated","class","heterotrophic"
"1282","92f00362a7","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-24","Dino-Group-II-Clade-24_X","Dino-Group-II-Clade-24_X_sp.","92f00362a7","  0","Polar-Temperate","class","heterotrophic"
"1283","52edc830c5","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Thalassionema","Thalassionema_sp.","52edc830c5","  0","Unallocated","class","photosynthetic"
"1284","6b5a325fd6","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Thoracosphaeraceae","Scrippsiella","Scrippsiella_acuminata","a28d91dd86","  0","Unallocated","species","mixotrophic"
"1285","21916fc2d4","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Filosa-Thecofilosea_X","Filosa-Thecofilosea_XX","Filosa-Thecofilosea_XXX","Filosa-Thecofilosea_XXX_sp.","21916fc2d4","  0","Unallocated","class","heterotrophic"
"1286","58bd055159","Eukaryota","Rhizaria","Cercozoa","Filosa-Imbricatea","Filosa-Imbricatea_X","Novel-clade-2","Novel-clade-2_X","Novel-clade-2_X_sp.","bc83840482","  0","Polar","class","heterotrophic"
"1287","088a10d65a","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Filosa-Thecofilosea_X","Novel-Clade-4","Novel-Clade-4_X","Novel-Clade-4_X_sp.","295b519044","  0","Polar","class","heterotrophic"
"1288","4ea9015988","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Dinophyceae_X","Dinophyceae_XX","Dinophyceae_XXX","Dinophyceae_XXX_sp.","4ea9015988","  0","Unallocated","class","dinoflagellata"
"1289","c87bc89631","Eukaryota","Alveolata","Ciliophora","Phyllopharyngea","Cyrtophoria_1","PHYLL_4","PHYLL_4_X","PHYLL_4_X_sp.","c87bc89631","  0","Unallocated","division","heterotrophic"
"1290","3b958375cb","Eukaryota","Alveolata","Ciliophora","Oligohymenophorea","OLIGO5","OLIGO5_X","OLIGO5_XX","OLIGO5_XX_sp.","b9718cc986","  0","Polar","class","heterotrophic"
"1291","91f0dd0c8f","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Bacillaria","Bacillaria_paxillifer","91f0dd0c8f","  0","Unallocated","class","photosynthetic"
"1292","877d1b93bc","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.","b3b9be485b","  0","Polar-Temperate","class","heterotrophic"
"1293","c0aef0daae","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Amphidomataceae","Azadinium","Azadinium_trinitatum","c0aef0daae","  0","Unallocated","order","dinoflagellata"
"1294","8eb3179776","Eukaryota","Rhizaria","Radiolaria","Acantharea","Acantharea_3","Acantharea_3b","Acantharea_3b_X","Acantharea_3b_X_sp.","8955dd1f0c","  0","Polar-Temperate","division","heterotrophic"
"1295","d30dea04ac","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.","d30dea04ac","  0","Unallocated","class","heterotrophic"
"1296","adc0ed6388","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Dinophyceae_X","Dinophyceae_XX","Dinophyceae_XXX","Dinophyceae_XXX_sp.","adc0ed6388","  0","Unallocated","class","dinoflagellata"
"1297","7c19e10be6","Eukaryota","Alveolata","Ciliophora","CONThreeP","CONThreeP_X","Urotrichidae","Urotricha","Urotricha_sp.","7c19e10be6","  0","Unallocated","class","heterotrophic"
"1298","08a5a4444c","Eukaryota","Rhizaria","Cercozoa","Filosa-Imbricatea","Thaumatomonadida","Thaumatomonadidae","Reckertia","Reckertia_filosa","08a5a4444c","  0","Unallocated","class","heterotrophic"
"1299","f527be43f7","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Cryothecomonas-lineage","Cryothecomonas","Cryothecomonas_aestivalis","f527be43f7","  0","Unallocated","species","mixotrophic"
"1300","d88019f2d3","Eukaryota","Stramenopiles","Ochrophyta","MOCH-2","MOCH-2_X","MOCH-2_XX","MOCH-2_XXX","MOCH-2_XXX_sp.","d88019f2d3","  0","Unallocated","class","photosynthetic"
"1301","3a4c164ea1","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II_X","Dino-Group-II_XX","Dino-Group-II_XX_sp.","e6a1dabc57","  0","Unallocated","class","heterotrophic"
"1302","2bdb7aa649","Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Olpidophydiales","Olpidiopsis","Olpidiopsis_porphyrae","2bdb7aa649","  0","Unallocated","class","heterotrophic"
"1303","da685ef64a","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Ebriida","Botuliformidae","Botuliformidae_X","Botuliformidae_X_sp.","da685ef64a","  0","Unallocated","class","heterotrophic"
"1304","6327c4c0ce","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-5","Dino-Group-I-Clade-5_X","Dino-Group-I-Clade-5_X_sp.","4c652d6c7f","  0","Polar","class","heterotrophic"
"1305","e0224d7c2e","Eukaryota","Archaeplastida","Chlorophyta","Mamiellophyceae","Mamiellales","Mamiellaceae","Mantoniella","Mantoniella_baffinensis_nom_nud","e0224d7c2e","  0","Unallocated","class","mixotrophic"
"1306","8f8dc174d0","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-III","Dino-Group-III_X","Dino-Group-III_XX","Dino-Group-III_XX_sp.","69c07eb895","  0","Temperate-Tropical","class","heterotrophic"
"1307","9b84e5ff9e","Eukaryota","Hacrobia","Katablepharidophyta","Katablepharidaceae","Katablepharidales","Katablepharidales_X","Kathablepharis","Katablepharis_remigera","9b84e5ff9e","  0","Unallocated","species","heterotrophic"
"1308","7f92d921a1","Eukaryota","Stramenopiles","Opalozoa","MAST-3","MAST-3F","MAST-3F_X","MAST-3F_XX","MAST-3F_XX_sp.","ead9f2c371","  0","Polar-Temperate","class","heterotrophic"
"1309","95b6f9a0fa","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Bacillaria","Bacillaria_paxillifer","95b6f9a0fa","  0","Unallocated","class","photosynthetic"
"1310","3d750b4e5c","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Araphid-pennate","Hyalosynedra","Hyalosynedra_laevigata","3d750b4e5c","  0","Unallocated","class","photosynthetic"
"1311","355f6dd95a","Eukaryota","Rhizaria","Cercozoa","Filosa-Imbricatea","Thaumatomonadida","Thaumatomonadidae","Thaumatomastix","Thaumatomastix_sp.","355f6dd95a","  0","Unallocated","class","heterotrophic"
"1312","0fd74a29d5","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.","4be78b430f","  0","Unallocated","class","heterotrophic"
"1313","03df0e0f4e","Eukaryota","Stramenopiles","Ochrophyta","Bolidophyceae","Parmales","Parmales_env_3","Parmales_env_3_X","Parmales_env_3_X_sp.","03df0e0f4e","  0","Unallocated","class","photosynthetic"
"1314","ab5a3213fe","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Amphidiniopsidaceae","Islandinium","Islandinium_tricingulatum","ab5a3213fe","  0","Unallocated","species","heterotrophic"
"1315","e3f1299553","Eukaryota","Stramenopiles","Ochrophyta","Bolidophyceae","Parmales","Parmales_env_2","Parmales_env_2_X","Parmales_env_2_X_sp.","e3f1299553","  0","Unallocated","class","photosynthetic"
"1316","3a5bad2bd1","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Cryothecomonas-lineage","Cryothecomonas","Cryothecomonas_aestivalis","3a5bad2bd1","  0","Unallocated","species","mixotrophic"
"1317","bcb531a7bb","Eukaryota","Stramenopiles","Opalozoa","Bicoecea","Borokales","Borokaceae","Borokaceae_X","Borokaceae_X_sp.","bcb531a7bb","  0","Unallocated","class","heterotrophic"
"1318","efde5c2bb3","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Amphidiniopsidaceae","Amphidiniopsis","Amphidiniopsis_dragescoi","efde5c2bb3","  0","Unallocated","order","dinoflagellata"
"1319","9b3bbd3ca6","Eukaryota","Archaeplastida","Chlorophyta","Nephroselmidophyceae","Nephroselmidales","Nephroselmidales_X","Nephroselmis","Nephroselmis_pyriformis","9b3bbd3ca6","  0","Unallocated","species","mixotrophic"
"1320","91e977c5b5","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Dinophyceae_X","Dinophyceae_XX","Dinophyceae_XXX","Dinophyceae_XXX_sp.","91e977c5b5","  0","Temperate","class","dinoflagellata"
"1321","ad1a863287","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Dinophyceae_X","Dinophyceae_XX","Dinophyceae_XXX","Dinophyceae_XXX_sp.","79233da43f","  0","Polar","class","dinoflagellata"
"1322","bfbf642bae","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Prorocentrales","Prorocentraceae","Prorocentrum","Prorocentrum_sp.","5eb7bf7d40","  0","Unallocated","genus","dinoflagellata"
"1323","eb99b3f9d4","Eukaryota","Stramenopiles","Sagenista","Labyrinthulomycetes","Oblongichytrida","Oblongichytridiaceae","Oblongichytrium","Oblongichytrium_sp.","eb99b3f9d4","  0","Unallocated","class","heterotrophic"
"1324","6ab4595047","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.","22919f86ca","  0","Polar","class","heterotrophic"
"1325","da1e2b5a66","Eukaryota","Opisthokonta","Mesomycetozoa","Nucleariidea","Nucleariida","Nucleariida_X","Nuclearia","Nuclearia_delicatula","da1e2b5a66","  0","Unallocated","class","heterotrophic"
"1326","bd2a676d3c","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.","0186765cc3","  0","Cosmopolitan","class","heterotrophic"
"1327","d9e4d5d40b","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Protaspa-lineage","Protaspa-lineage_X","Protaspa-lineage_X_sp.","ab931c12f2","  0","Polar-Temperate","class","heterotrophic"
"1328","9c57cfc463","Eukaryota","Stramenopiles","Sagenista","Labyrinthulomycetes","Amphifilida","Amphifilaceae","Fibrophrys","Fibrophrys_sp.","9c57cfc463","  0","Unallocated","class","heterotrophic"
"1329","21474f0387","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Cryothecomonas-lineage","Cryothecomonas","Cryothecomonas_aestivalis","21474f0387","  0","Unallocated","species","mixotrophic"
"1330","9100ca7460","Eukaryota","Stramenopiles","Ochrophyta","Bolidophyceae","Parmales","Triparmaceae","Triparma","Triparma_strigata","9100ca7460","  0","Unallocated","class","photosynthetic"
"1331","197ea04f68","Eukaryota","Alveolata","Ciliophora","Litostomatea","Haptoria_3","Haptoria_3_X","Haptoria_3_XX","Haptoria_3_XX_sp.","197ea04f68","  0","Unallocated","class","heterotrophic"
"1332","7fd3306a8d","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-14","Dino-Group-II-Clade-14_X","Dino-Group-II-Clade-14_X_sp.","7fd3306a8d","  0","Unallocated","class","heterotrophic"
"1333","d65db846ea","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Choreotrichida","Leegaardiellidae_B","Leegaardiella","Leegaardiella_sp.","d7e4405726","  0","Polar","order","heterotrophic"
"1334","d571ac7e7c","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Kareniaceae","Karlodinium","Karlodinium_veneficum","2978855234","  0","Polar","species","mixotrophic"
"1335","36ab8aa574","Eukaryota","Rhizaria","Cercozoa","Cercozoa_X","Cercozoa_XX","Cercozoa_XXX","Cercozoa_XXXX","Cercozoa_XXXX_sp.","36ab8aa574","  0","Unallocated","class","heterotrophic"
"1336","ce35dde586","Eukaryota","Alveolata","Ciliophora","Nassophorea","Nassophorea_X","Discotrichidae","NASSO_1","NASSO_1_sp.","ce35dde586","  0","Unallocated","class","heterotrophic"
"1337","fcd8bbc0ee","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Prorocentrales","Prorocentraceae","Prorocentrum","Prorocentrum_sp.","62ca5018d9","  0","Polar-Temperate","genus","dinoflagellata"
"1338","43727a1d01","Eukaryota","Hacrobia","Haptophyta","Prymnesiophyceae","Prymnesiales","Chrysochromulinaceae","Chrysochromulina","Chrysochromulina_sp.","6a6d3d4a7e","  0","Polar-Temperate","genus","mixotrophic"
"1339","35243b333f","Eukaryota","Alveolata","Ciliophora","Litostomatea","Haptoria_3","Haptoria_3_X","Haptoria_3_XX","Haptoria_3_XX_sp.","35243b333f","  0","Unallocated","class","heterotrophic"
"1340","f1584238e4","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Radial-centric-basal-Coscinodiscophyceae","Asteromphalus","Asteromphalus_sp.","f1584238e4","  0","Unallocated","class","photosynthetic"
"1341","dcea096e10","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Nusuttodinium","Nusuttodinium_amphidinioides","dcea096e10","  0","Unallocated","class","dinoflagellata"
"1342","d5e5bb909a","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Cryothecomonas-lineage","Cryothecomonas","Cryothecomonas_aestivalis","d5e5bb909a","  0","Unallocated","species","mixotrophic"
"1343","47b5858d12","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Euplotia","Euplotidae","Euplotes","Euplotes_sp.","47b5858d12","  0","Unallocated","class","heterotrophic"
"1344","c4f92a9755","Eukaryota","Rhizaria","Radiolaria","Acantharea","Acantharea_3","Acantharea_3b","Acantharea_3b_X","Acantharea_3b_X_sp.","5cb96efe79","  0","Polar-Temperate","division","heterotrophic"
"1345","c95e953dbb","Eukaryota","Alveolata","Ciliophora","CONThreeP","CONThreeP_X","Urotrichidae","Urotricha","Urotricha_sp.","c95e953dbb","  0","Unallocated","class","heterotrophic"
"1346","7079152aeb","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Ventricleftida","Verrucomonadidae","Verrucomonas","Verrucomonas_bifida","7079152aeb","  0","Unallocated","class","heterotrophic"
"1347","578de1a420","Eukaryota","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Protaspa-lineage","Protaspa-lineage_X","Protaspa-lineage_X_sp.","578de1a420","  0","Unallocated","class","heterotrophic"
"1348","5e1eabf3e8","Eukaryota","Alveolata","Ciliophora","Spirotrichea","Tintinnida","Dictyocystidae","Laackmanniella","Laackmanniella_prolongata","5e1eabf3e8","  0","Polar","class","heterotrophic"
"1349","8cfe85a1fa","Eukaryota","Stramenopiles","Opalozoa","MAST-3","MAST-3J","MAST-3J_X","MAST-3J_XX","MAST-3J_XX_sp.","8cfe85a1fa","  0","Unallocated","class","heterotrophic"
"1350","e91c50d435","Eukaryota","Opisthokonta","Choanoflagellida","Choanoflagellatea","Acanthoecida","Stephanoecidae_Group_H","Stephanoecidae_Group_H_X","Stephanoecidae_Group_H_X_sp.","021f1a2ae4","  0","Polar","order","heterotrophic"
"1351","ab58aecf3b","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Raphid-pennate_X","Raphid-pennate_X_sp.","ab58aecf3b","  0","Unallocated","class","photosynthetic"
"1352","50479e7b70","Eukaryota","Stramenopiles","Ochrophyta","Bolidophyceae","Parmales","Parmales_env_2","Parmales_env_2_X","Parmales_env_2_X_sp.","50479e7b70","  0","Unallocated","class","photosynthetic"
"1353","671d37eb59","Eukaryota","Rhizaria","Cercozoa","Filosa-Granofilosea","Filosa-Granofilosea_X","Novel-Gran-234","Novel-Gran-234_X","Novel-Gran-234_X_sp.","671d37eb59","  0","Unallocated","class","heterotrophic"
"1354","e31ec96d9a","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.","542af43e81","  0","Polar","class","heterotrophic"
"1355","735b951adb","Eukaryota","Alveolata","Dinoflagellata","Dinophyceae","Prorocentrales","Prorocentraceae","Prorocentrum","Prorocentrum_pseudopanamense","735b951adb","  0","Unallocated","genus","dinoflagellata"
"1356","2405fb2962","Eukaryota","Stramenopiles","Ochrophyta","Bacillariophyta","Bacillariophyta_X","Raphid-pennate","Bacillaria","Bacillaria_paxillifer","2405fb2962","  0","Unallocated","class","photosynthetic"
"1357","e6dda35b86","Eukaryota","Stramenopiles","Pseudofungi","Oomycota","Oomycota_X","Olpidophydiales","Olpidiopsis","Olpidiopsis_sp.","e6dda35b86","  0","Unallocated","class","heterotrophic"
"1358","95f3cea6da","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-30","Dino-Group-II-Clade-30_X","Dino-Group-II-Clade-30_X_sp.","ca88240377","  0","Polar-Temperate","class","heterotrophic"
"1359","45f347ebc1","Eukaryota","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-4","Dino-Group-II-Clade-4_X","Dino-Group-II-Clade-4_X_sp.","d9c5d93ca0","  0","Cosmopolitan","class","heterotrophic"
"1360","4e1810242c","Eukaryota","Archaeplastida","Chlorophyta","Pyramimonadophyceae","Pyramimonadales","Pyramimonadaceae","Pyramimonas","Pyramimonas_propulsa","4e1810242c","  0","Unallocated","genus","mixotrophic"
