ScientificName;AphiaID;Trophy;typeMX;source;dataType;Kingdom;Phylum;Class;Order;Family;Genus;Species
Scenedesmus arcuatus var  arcuatus;1304627;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Chlorophyceae;Sphaeropleales;Scenedesmaceae;Scenedesmus;arcuatus
Scenedesmus brevispina;622681;phytoplankton;NA;RWS;routineMonitoring;Plantae;Chlorophyta;Chlorophyceae;Sphaeropleales;Scenedesmaceae;Scenedesmus;brevispina
Scenedesmus caudato aculeolatus;610917;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Chlorophyceae;Sphaeropleales;Scenedesmaceae;Scenedesmus;caudato-aculeolatus
Scenedesmus ellipticus;163125;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Chlorophyceae;Sphaeropleales;Scenedesmaceae;Scenedesmus;ellipticus
Scenedesmus obtusus;608635;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Chlorophyceae;Sphaeropleales;Scenedesmaceae;Scenedesmus;obtusus
Scenedesmus parvus;625472;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Chlorophyceae;Sphaeropleales;Scenedesmaceae;Scenedesmus;parvus
Scenedesmus quadricauda;596169;phytoplankton;NA;RWS;routineMonitoring;Plantae;Chlorophyta;Chlorophyceae;Sphaeropleales;Scenedesmaceae;Scenedesmus;quadricauda
Schroederia setigera;248166;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Chlorophyceae;Sphaeropleales;Characiaceae;Schroederia;setigera
Selenastrum bibraianum;577758;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Chlorophyceae;Sphaeropleales;Selenastraceae;Selenastrum;bibraianum
Selenastrum gracile;579767;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Chlorophyceae;Sphaeropleales;Selenastraceae;Selenastrum;gracile
Spermatozopsis exsultans;578433;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Chlorophyceae;Volvocales;Dunaliellaceae;Spermatozopsis;exsultans
Sphaerocystis planctonica;576698;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Chlorophyceae;Tetrasporales;Sphaerocystidaceae;Sphaerocystis;planctonica
Sphaerocystis schroeteri;248170;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Chlorophyceae;Tetrasporales;Sphaerocystidaceae;Sphaerocystis;schroeteri
Stauridium tetras;248146;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Chlorophyceae;Sphaeropleales;Hydrodictyaceae;Stauridium;tetras
Tetrabaena socialis;578346;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Chlorophyceae;Volvocales;Tetrabaenaceae;Tetrabaena;socialis
Tetradesmus lagerheimii;1289276;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Chlorophyceae;Sphaeropleales;Scenedesmaceae;Tetradesmus;lagerheimii
Tetraedron caudatum;576706;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Chlorophyceae;Sphaeropleales;Hydrodictyaceae;Tetraëdron;caudatum
Tetraedron minimum;178956;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Chlorophyceae;Sphaeropleales;Hydrodictyaceae;Tetraëdron;minimum
Tetraedron triangulare;558727;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Chlorophyceae;Sphaeropleales;Hydrodictyaceae;Tetraëdron;triangulare
Tetraspora lemmermannii;608647;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Chlorophyceae;Tetrasporales;Tetrasporaceae;Tetraspora;lemmermannii
Tetrastrum elegans;608641;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Chlorophyceae;Sphaeropleales;Scenedesmaceae;Tetrastrum;elegans
Tetrastrum staurogeniiforme;162935;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Chlorophyceae;Sphaeropleales;Scenedesmaceae;Tetrastrum;staurogeniaeforme
Treubaria triappendiculata;576717;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Chlorophyceae;Chlamydomonadales;Treubariaceae;Treubaria;triappendiculata
Westella botryoides;577930;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Chlorophyceae;Sphaeropleales;Scenedesmaceae;Westella;botryoides
Willea apiculata;839163;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Chlorophyceae;Sphaeropleales;Scenedesmaceae;Willea;apiculata
Willea rectangularis;840472;phytoplankton;NA;Helcom;routineMonitoring;Plantae;Chlorophyta;Chlorophyceae;Sphaeropleales;Scenedesmaceae;Willea;rectangularis
Calliacantha longicaudata;105559;protozooplankton;NA;Helcom;routineMonitoring;Protozoa;Choanozoa;Choanoflagellatea;Acanthoecida;Acanthoecidae;Calliacantha;longicaudata
Calliacantha natans;105561;protozooplankton;NA;Helcom;routineMonitoring;Protozoa;Choanozoa;Choanoflagellatea;Acanthoecida;Acanthoecidae;Calliacantha;natans
Calliacantha simplex;105562;protozooplankton;NA;Helcom;routineMonitoring;Protozoa;Choanozoa;Choanoflagellatea;Acanthoecida;Acanthoecidae;Calliacantha;simplex
Desmarella moniliformis;105636;protozooplankton;NA;Helcom;routineMonitoring;Protozoa;Choanozoa;Choanoflagellatea;Craspedida;Codonosigaceae;Desmarella;moniliformis
Diaphanoeca grandis;105571;protozooplankton;NA;Helcom;routineMonitoring;Protozoa;Choanozoa;Choanoflagellatea;Acanthoecida;Acanthoecidae;Diaphanoeca;grandis
Diaphanoeca sphaerica;105574;protozooplankton;NA;Helcom;routineMonitoring;Protozoa;Choanozoa;Choanoflagellatea;Acanthoecida;Acanthoecidae;Diaphanoeca;sphaerica
Chrysolepidomonas dendrolepidota;612319;mixoplankton;CM;Faure et al. 2019;review;Chromista;Ochrophyta;Chrysophyceae;Chromulinales;Chrysolepidomonadaceae;Chrysolepidomonas;dendrolepidota
Chrysoxys;601177;mixoplankton;CM;Faure et al. 2019;review;Chromista;Ochrophyta;Chrysophyceae;Chromulinales;Chromulinales incertae sedis;Chrysoxys;NA
Dinobryon acuminatum;572032;mixoplankton;CM;Helcom;routineMonitoring;Chromista;Ochrophyta;Chrysophyceae;Chromulinales;Dinobryaceae;Dinobryon;acuminatum
Dinobryon balticum;160552;mixoplankton;CM;Leles et al. 2019;review;Chromista;Ochrophyta;Chrysophyceae;Chromulinales;Dinobryaceae;Dinobryon;balticum
Dinobryon bavaricum;157242;mixoplankton;CM;Helcom;routineMonitoring;Chromista;Ochrophyta;Chrysophyceae;Chromulinales;Dinobryaceae;Dinobryon;bavaricum
Dinobryon borgei;571655;phytoplankton;NA;Helcom;routineMonitoring;Chromista;Ochrophyta;Chrysophyceae;Chromulinales;Dinobryaceae;Dinobryon;borgei
Dinobryon crenulatum;572033;mixoplankton;CM;Helcom;routineMonitoring;Chromista;Ochrophyta;Chrysophyceae;Chromulinales;Dinobryaceae;Dinobryon;crenulatum
Dinobryon cylindricum;157246;mixoplankton;CM;Helcom;routineMonitoring;Chromista;Ochrophyta;Chrysophyceae;Chromulinales;Dinobryaceae;Dinobryon;cylindricum
